##SHEET:attacking_map
node_id|from_node_id|next_node_id|parent_action_id|position_family|recommended_followup_tree|is_terminal|edge_label|sort_order|priority_rank|start_position|role|your_action|partner_response|follow_up|end_position|outcome_type|success_condition|failure_risk|gi_no_gi|skill_level|priority|notes|key_details|common_mistakes|concept_tags|chain_family|energy_cost|video_ref_slot|counter_if_fails|reaction_tags|grip_tags
  PG-PAS-003_F["Drag near leg across to opposite side → Near-side passing position"]
  PG_ACT_16 -- "Partner has DLR or open guar" --> PG-PAS-003_R
  PG-PAS-003_R --> PG-PAS-003_F
  PG_ACT_17["Over-under pass"]
  OG --> PG_ACT_17
  PG-PAS-004_R{"Partner lays on back with hips up"}
  PG-PAS-004_F["Stack legs + underhook → Side control top"]
  PG_ACT_17 -- "Partner lays on back with hi" --> PG-PAS-004_R
  PG-PAS-004_R --> PG-PAS-004_F
  PG_ACT_18["SLX entry to sweep"]
  OG --> PG_ACT_18
  PG-SLX-001_R{"Partner stands tall"}
  PG-SLX-001_F["Extend and sweep → Top position"]
  PG_ACT_18 -- "Partner stands tall" --> PG-SLX-001_R
  PG-SLX-001_R --> PG-SLX-001_F
  PG_ACT_19["SLX to back"]
  OG --> PG_ACT_19
  PG-SLX-002_R{"Partner turns away to defend"}
  PG-SLX-002_F["Transition to back / crab ride → Back control"]
  PG_ACT_19 -- "Partner turns away to defend" --> PG-SLX-002_R
  PG-SLX-002_R --> PG-SLX-002_F
  BG_ACT_20["Reverse berimbolo"]
  OG --> BG_ACT_20
  BG-BER-001_R{"Partner attempts to smash DLR"}
  BG-BER-001_F["Invert to opposite side → Back control"]
  BG_ACT_20 -- "Partner attempts to smash DL" --> BG-BER-001_R
  BG-BER-001_R --> BG-BER-001_F
  BG_ACT_21["Crab ride"]
  OG --> BG_ACT_21
  BG-BER-002_R{"Partner mid-berimbolo defense"}
  BG-BER-002_F["Transition to crab ride back → Back control / inverted back"]
  BG_ACT_21 -- "Partner mid-berimbolo defens" --> BG-BER-002_R
  BG-BER-002_R --> BG-BER-002_F
  BG_ACT_22["Lapel wedge from DLR"]
  OG --> BG_ACT_22
  BG-LAP-001_R{"Partner pressures to pass"}
  BG-LAP-001_F["Feed own lapel through leg → Back control threat / sweep"]
  BG_ACT_22 -- "Partner pressures to pass" --> BG-LAP-001_R
  BG-LAP-001_R --> BG-LAP-001_F
  BG_ACT_23["Squid guard"]
  OG --> BG_ACT_23
  BG-LAP-002_R{"Partner tries torreando"}
  BG-LAP-002_F["Wrap lapel around leg and off-balance → Top position / leg lock"]
  BG_ACT_23 -- "Partner tries torreando" --> BG-LAP-002_R
  BG-LAP-002_R --> BG-LAP-002_F
  BG_ACT_24["Counter to leg drag"]
  OG --> BG_ACT_24
  BG-COU-001_R{"Partner executes leg drag"}
  BG-COU-001_F["Reinsert hook + come up → Top position"]
  BG_ACT_24 -- "Partner executes leg drag" --> BG-COU-001_R
  BG-COU-001_R --> BG-COU-001_F
  BG_ACT_25["Counter to over-under"]
  OG --> BG_ACT_25
  BG-COU-002_R{"Partner locks over-under"}
  BG-COU-002_F["Kimura grip the under-arm → Kimura sweep/sub"]
  BG_ACT_25 -- "Partner locks over-under" --> BG-COU-002_R
  BG-COU-002_R --> BG-COU-002_F
  BG_ACT_26["Folding pass"]
  OG --> BG_ACT_26
  BG-PAS-002_R{"Partner on back; legs elevated"}
  BG-PAS-002_F["Fold far leg over near → Side control"]
  BG_ACT_26 -- "Partner on back; legs elevat" --> BG-PAS-002_R
  BG-PAS-002_R --> BG-PAS-002_F
  NG_ACT_27["Butterfly guard"]
  OG --> NG_ACT_27
  NG-OG-001_R{"Opponent stands"}
  NG-OG-001_F["Hook sweep → Top position"]
  NG_ACT_27 -- "Opponent stands" --> NG-OG-001_R
  NG-OG-001_R --> NG-OG-001_F
  NG_ACT_28["Butterfly to X-guard"]
  OG --> NG_ACT_28
  NG-OG-002_R{"Opponent bases wide"}
  NG-OG-002_F["Switch to X-guard → X-guard"]
  NG_ACT_28 -- "Opponent bases wide" --> NG-OG-002_R
  NG-OG-002_R --> NG-OG-002_F
  NG_ACT_29["X-guard sweep"]
  OG --> NG_ACT_29
  NG-OG-003_R{"Opponent in X"}
  NG-OG-003_F["Sweep forward or come up → Top position or single"]
  NG_ACT_29 -- "Opponent in X" --> NG-OG-003_R
  NG-OG-003_R --> NG-OG-003_F
  NG_ACT_30["Z-guard (no-gi)"]
  OG --> NG_ACT_30
  NG-OG-004_R{"Opponent forward pressure"}
  NG-OG-004_F["Reverse SLX / 50-50 entry → Leg entanglement"]
  NG_ACT_30 -- "Opponent forward pressure" --> NG-OG-004_R
  NG-OG-004_R --> NG-OG-004_F
  NG_ACT_31["Reverse De la Riva (RDLR)"]
  OG --> NG_ACT_31
  NG-OG-005_R{"Opponent standing"}
  NG-OG-005_F["Off-balance or leg entry → Top or leg entanglement"]
  NG_ACT_31 -- "Opponent standing" --> NG-OG-005_R
  NG-OG-005_R --> NG-OG-005_F
  NG_ACT_32["Headquarters pass (no-gi)"]
  OG --> NG_ACT_32
  NG-PAS-002_R{"Bottom plays open"}
  NG-PAS-002_F["Step to HQ; knee slide → Side control"]
  NG_ACT_32 -- "Bottom plays open" --> NG-PAS-002_R
  NG-PAS-002_R --> NG-PAS-002_F
  NG_ACT_33["Toreando no-gi"]
  OG --> NG_ACT_33
  NG-PAS-003_R{"Bottom legs up"}
  NG-PAS-003_F["Pin pants/ankles and sprint around → Side control"]
  NG_ACT_33 -- "Bottom legs up" --> NG-PAS-003_R
  NG-PAS-003_R --> NG-PAS-003_F
  NG_ACT_34["Body lock pass"]
  OG --> NG_ACT_34
  NG-PAS-004_R{"Opponent keeps open guard"}
  NG-PAS-004_F["Body lock and step over legs → Side control / mount"]
  NG_ACT_34 -- "Opponent keeps open guard" --> NG-PAS-004_R
  NG-PAS-004_R --> NG-PAS-004_F
  NG_ACT_35["Straight ashi entry"]
  OG --> NG_ACT_35
  NG-LL-001_R{"Opponent standing"}
  NG-LL-001_F["Enter ashi garami → Ashi garami"]
  NG_ACT_35 -- "Opponent standing" --> NG-LL-001_R
  NG-LL-001_R --> NG-LL-001_F
Half guard bottom Attacking Tree|Half guard bottom|Paste into mermaid-compatible renderer.|flowchart TD
  HGB(["Half guard bottom"])
  HGB_ACT_1["Knee shield to underhook"]
  HGB --> HGB_ACT_1
  HGB-001_R{"Partner gives underhook"}
  HGB-001_F["Come to dogfight → Dogfight"]
  HGB_ACT_1 -- "Partner gives underhook" --> HGB-001_R
  HGB-001_R --> HGB-001_F
  HGB-002_R{"Partner crossfaces hard"}
  HGB-002_F["Recover frames → Half guard bottom"]
  HGB_ACT_1 -- "Partner crossfaces hard" --> HGB-002_R
  HGB-002_R --> HGB-002_F
  HGB_ACT_2["Dogfight"]
  HGB --> HGB_ACT_2
  HGB-003_R{"Partner whizzers"}
  HGB-003_F["Old school sweep → Top half guard"]
  HGB_ACT_2 -- "Partner whizzers" --> HGB-003_R
  HGB-003_R --> HGB-003_F
  HGB-004_R{"Partner posts far hand"}
  HGB-004_F["Back take or roll under → Back/sweep"]
  HGB_ACT_2 -- "Partner posts far hand" --> HGB-004_R
  HGB-004_R --> HGB-004_F
  HGB_ACT_3["Half butterfly hook"]
  HGB --> HGB_ACT_3
  HGB-005_R{"Partner pressures forward"}
  HGB-005_F["Elevator sweep → Top half guard"]
  HGB_ACT_3 -- "Partner pressures forward" --> HGB-005_R
  HGB-005_R --> HGB-005_F
  HGB_ACT_4["Deep half entry"]
  HGB --> HGB_ACT_4
  HGB-006_R{"Partner bases wide"}
  HGB-006_F["Out back door → Single leg or top"]
  HGB_ACT_4 -- "Partner bases wide" --> HGB-006_R
  HGB-006_R --> HGB-006_F
  HGB_ACT_5["Underhook half guard"]
  HGB --> HGB_ACT_5
  HGB-007_R{"Partner backs hips away"}
  HGB-007_F["Recover full guard → Closed/open guard"]
  HGB_ACT_5 -- "Partner backs hips away" --> HGB-007_R
  HGB-007_R --> HGB-007_F
  PG_ACT_6["Deep half to come-up"]
  HGB --> PG_ACT_6
  PG-HGB-001_R{"Partner bases wide"}
  PG-HGB-001_F["Come up to single leg → Single leg"]
  PG_ACT_6 -- "Partner bases wide" --> PG-HGB-001_R
  PG-HGB-001_R --> PG-HGB-001_F
  PG_ACT_7["Deep half"]
  HGB --> PG_ACT_7
  PG-HGB-002_R{"Partner sits down"}
  PG-HGB-002_F["Waiter sweep → Top position"]
  PG_ACT_7 -- "Partner sits down" --> PG-HGB-002_R
  PG-HGB-002_R --> PG-HGB-002_F
  PG_ACT_8["Z-guard to reverse DLR"]
  HGB --> PG_ACT_8
  PG-HGB-003_R{"Partner pressures forward"}
  PG-HGB-003_F["Enter RDLR; off-balance → Reverse DLR"]
  PG_ACT_8 -- "Partner pressures forward" --> PG-HGB-003_R
  PG-HGB-003_R --> PG-HGB-003_F
  NG_ACT_9["Underhook + hip to come up"]
  HGB --> NG_ACT_9
  NG-HGB-001_R{"Opponent crossfaces"}
  NG-HGB-001_F["Recover knee shield → Half guard bottom"]
  NG_ACT_9 -- "Opponent crossfaces" --> NG-HGB-001_R
  NG-HGB-001_R --> NG-HGB-001_F
  NG_ACT_10["Lockdown (eddie bravo style)"]
  HGB --> NG_ACT_10
  NG-HGB-002_R{"Opponent tries to pass"}
  NG-HGB-002_F["Whip up and underhook → Dogfight"]
  NG_ACT_10 -- "Opponent tries to pass" --> NG-HGB-002_R
  NG-HGB-002_R --> NG-HGB-002_F
  NG_ACT_11["Knee shield to kimura"]
  HGB --> NG_ACT_11
  NG-HGB-003_R{"Opponent underhooks"}
  NG-HGB-003_F["Kimura trap far arm → Kimura trap"]
  NG_ACT_11 -- "Opponent underhooks" --> NG-HGB-003_R
  NG-HGB-003_R --> NG-HGB-003_F
Top half guard Attacking Tree|Top half guard|Paste into mermaid-compatible renderer.|flowchart TD
  HGT(["Top half guard"])
  HGT_ACT_1["Crossface and underhook"]
  HGT --> HGT_ACT_1
  HGT-001_R{"Partner stays flat"}
  HGT-001_F["Free knee and pass → Side control top"]
  HGT_ACT_1 -- "Partner stays flat" --> HGT-001_R
  HGT-001_R --> HGT-001_F
  HGT-002_R{"Partner turns to side"}
  HGT-002_F["Backstep pass → Side control/reverse half"]
  HGT_ACT_1 -- "Partner turns to side" --> HGT-002_R
  HGT-002_R --> HGT-002_F
  HGT_ACT_2["Knee cut pass"]
  HGT --> HGT_ACT_2
  HGT-003_R{"Partner frames"}
  HGT-003_F["Clear frame and crossface → Side control top"]
  HGT_ACT_2 -- "Partner frames" --> HGT-003_R
  HGT-003_R --> HGT-003_F
  HGT-004_R{"Partner underhooks"}
  HGT-004_F["Whizzer and flatten → Top half guard control"]
  HGT_ACT_2 -- "Partner underhooks" --> HGT-004_R
  HGT-004_R --> HGT-004_F
  HGT_ACT_3["Leg weave pass"]
  HGT --> HGT_ACT_3
  HGT-005_R{"Partner keeps knee shield"}
  HGT-005_F["Staple and circle → Side control top"]
  HGT_ACT_3 -- "Partner keeps knee shield" --> HGT-005_R
  HGT-005_R --> HGT-005_F
  HGT_ACT_4["Mount transition"]
  HGT --> HGT_ACT_4
  HGT-006_R{"Partner exposes far knee"}
  HGT-006_F["Slide knee to mount → Mount top"]
  HGT_ACT_4 -- "Partner exposes far knee" --> HGT-006_R
  HGT-006_R --> HGT-006_F
  PG_ACT_5["Smash pass"]
  HGT --> PG_ACT_5
  PG-PAS-001_R{"Partner keeps knee shield"}
  PG-PAS-001_F["Smash knee across; long step → Side control top"]
  PG_ACT_5 -- "Partner keeps knee shield" --> PG-PAS-001_R
  PG-PAS-001_R --> PG-PAS-001_F
  BG_ACT_6["Cartwheel pass"]
  HGT --> BG_ACT_6
  BG-PAS-001_R{"Partner invert-defends"}
  BG-PAS-001_F["Cartwheel over legs → Side control or back take"]
  BG_ACT_6 -- "Partner invert-defends" --> BG-PAS-001_R
  BG-PAS-001_R --> BG-PAS-001_F
  BG_ACT_7["Pass decision system"]
  HGT --> BG_ACT_7
  BG-BLK-004_R{"Partner knee shield + whizzer"}
  BG-BLK-004_F["Read hips; choose knee cut vs backstep → Side control top"]
  BG_ACT_7 -- "Partner knee shield + whizze" --> BG-BLK-004_R
  BG-BLK-004_R --> BG-BLK-004_F
  NG_ACT_8["Smash pass no-gi"]
  HGT --> NG_ACT_8
  NG-PAS-001_R{"Bottom keeps knee shield"}
  NG-PAS-001_F["Drive underhook + long step → Side control"]
  NG_ACT_8 -- "Bottom keeps knee shield" --> NG-PAS-001_R
  NG-PAS-001_R --> NG-PAS-001_F
Side control top Attacking Tree|Side control top|Paste into mermaid-compatible renderer.|flowchart TD
  SC(["Side control top"])
  SC_ACT_1["Americana"]
  SC --> SC_ACT_1
  SC-001_R{"Partner bends arm"}
  SC-001_F(["Finish Americana → Submission"])
  SC_ACT_1 -- "Partner bends arm" --> SC-001_R
  SC-001_R --> SC-001_F
  SC-002_R{"Partner straightens arm"}
  SC-002_F["Straight armbar → Submission position"]
  SC_ACT_1 -- "Partner straightens arm" --> SC-002_R
  SC-002_R --> SC-002_F
  SC_ACT_2["Kimura grip"]
  SC --> SC_ACT_2
  SC-003_R{"Partner hides hand"}
  SC-003_F["Step over head / trap → Back or armbar threat"]
  SC_ACT_2 -- "Partner hides hand" --> SC-003_R
  SC-003_R --> SC-003_F
  SC_ACT_3["Knee-on-belly transition"]
  SC --> SC_ACT_3
  SC-004_R{"Partner pushes knee"}
  SC-004_F(["Spin to armbar → Armbar position"])
  SC_ACT_3 -- "Partner pushes knee" --> SC-004_R
  SC-004_R --> SC-004_F
  SC_ACT_4["Mount transition"]
  SC --> SC_ACT_4
  SC-005_R{"Partner frames"}
  SC-005_F["Clear frame; knee slide → Mount top"]
  SC_ACT_4 -- "Partner frames" --> SC-005_R
  SC-005_R --> SC-005_F
  SC_ACT_5["North-south transition"]
  SC --> SC_ACT_5
  SC-006_R{"Partner turns away"}
  SC-006_F["Take back → Back control"]
  SC_ACT_5 -- "Partner turns away" --> SC-006_R
  SC-006_R --> SC-006_F
  SC_ACT_6["Paper cutter choke"]
  SC --> SC_ACT_6
  SC-007_R{"Partner leaves collar exposed"}
  SC-007_F(["Finish choke → Submission"])
  SC_ACT_6 -- "Partner leaves collar expose" --> SC-007_R
  SC-007_R --> SC-007_F
  PG_ACT_7["Kimura trap system"]
  SC --> PG_ACT_7
  PG-SUB-001_R{"Partner defends kimura by hiding hand"}
  PG-SUB-001_F["Trap with leg across; roll → Kimura/armbar/back"]
  PG_ACT_7 -- "Partner defends kimura by hi" --> PG-SUB-001_R
  PG-SUB-001_R --> PG-SUB-001_F
  BG_ACT_8["Gogoplata from north-south"]
  SC --> BG_ACT_8
  BG-SUB-001_R{"Partner grips your sleeve"}
  BG-SUB-001_F(["Leg to choke from mounted position → Submission"])
  BG_ACT_8 -- "Partner grips your sleeve" --> BG-SUB-001_R
  BG-SUB-001_R --> BG-SUB-001_F
  NG_ACT_9["North-south choke"]
  SC --> NG_ACT_9
  NG-SC-001_R{"Bottom turns away"}
  NG-SC-001_F(["Squeeze bicep into neck → Submission"])
  NG_ACT_9 -- "Bottom turns away" --> NG-SC-001_R
  NG-SC-001_R --> NG-SC-001_F
  NG_ACT_10["Arm triangle (head-and-arm)"]
  SC --> NG_ACT_10
  NG-SC-002_R{"Bottom frames near shoulder"}
  NG-SC-002_F(["Pass shoulder through; finish → Submission"])
  NG_ACT_10 -- "Bottom frames near shoulder" --> NG-SC-002_R
  NG-SC-002_R --> NG-SC-002_F
Mount top Attacking Tree|Mount top|Paste into mermaid-compatible renderer.|flowchart TD
  MT(["Mount top"])
  MT_ACT_1["Americana"]
  MT --> MT_ACT_1
  MT-001_R{"Partner keeps elbows low"}
  MT-001_F["Climb to high mount → High mount"]
  MT_ACT_1 -- "Partner keeps elbows low" --> MT-001_R
  MT-001_R --> MT-001_F
  MT-002_R{"Partner straightens arm"}
  MT-002_F(["Armbar → Armbar position"])
  MT_ACT_1 -- "Partner straightens arm" --> MT-002_R
  MT-002_R --> MT-002_F
  MT_ACT_2["Cross-collar choke"]
  MT --> MT_ACT_2
  MT-003_R{"Partner defends neck"}
  MT-003_F["Armbar / gift wrap → S-mount or back"]
  MT_ACT_2 -- "Partner defends neck" --> MT-003_R
  MT-003_R --> MT-003_F
  MT_ACT_3["Gift wrap"]
  MT --> MT_ACT_3
  MT-004_R{"Partner turns away"}
  MT-004_F["Take back → Back control"]
  MT_ACT_3 -- "Partner turns away" --> MT-004_R
  MT-004_R --> MT-004_F
  MT_ACT_4["S-mount"]
  MT --> MT_ACT_4
  MT-005_R{"Partner elbow exposed"}
  MT-005_F(["Armbar → Submission"])
  MT_ACT_4 -- "Partner elbow exposed" --> MT-005_R
  MT-005_R --> MT-005_F
  MT_ACT_5["Low mount pressure"]
  MT --> MT_ACT_5
  MT-006_R{"Partner bridges hard"}
  MT-006_F["Post and grapevine → Mount top"]
  MT_ACT_5 -- "Partner bridges hard" --> MT-006_R
  MT-006_R --> MT-006_F
  PG_ACT_6["S-mount to armbar"]
  MT --> PG_ACT_6
  PG-SUB-002_R{"Partner keeps elbow tight"}
  PG-SUB-002_F(["Pry elbow with knee; armbar → Armbar position"])
  PG_ACT_6 -- "Partner keeps elbow tight" --> PG-SUB-002_R
  PG-SUB-002_R --> PG-SUB-002_F
  BG_ACT_7["Ezekiel from mount"]
  MT --> BG_ACT_7
  BG-SUB-003_R{"Partner frames"}
  BG-SUB-003_F(["Sleeve-assisted choke → Submission"])
  BG_ACT_7 -- "Partner frames" --> BG-SUB-003_R
  BG-SUB-003_R --> BG-SUB-003_F
  NG_ACT_8["Arm triangle from mount"]
  MT --> NG_ACT_8
  NG-MT-001_R{"Bottom bridges"}
  NG-MT-001_F(["Dismount to finish → Submission"])
  NG_ACT_8 -- "Bottom bridges" --> NG-MT-001_R
  NG-MT-001_R --> NG-MT-001_F
  NG_ACT_9["Ezekiel no-gi"]
  MT --> NG_ACT_9
  NG-MT-002_R{"Bottom bridges"}
  NG-MT-002_F(["Sleeve-free ezekiel → Submission"])
  NG_ACT_9 -- "Bottom bridges" --> NG-MT-002_R
  NG-MT-002_R --> NG-MT-002_F
Back control Attacking Tree|Back control|Paste into mermaid-compatible renderer.|flowchart TD
  BK(["Back control"])
  BK_ACT_1["Rear naked choke"]
  BK --> BK_ACT_1
  BK-001_R{"Partner fights top hand"}
  BK-001_F["Trap arm; re-attack → Back control"]
  BK_ACT_1 -- "Partner fights top hand" --> BK-001_R
  BK-001_R --> BK-001_F
  BK-002_R{"Partner escapes hips to floor"}
  BK-002_F["Mount transition → Mount top"]
  BK_ACT_1 -- "Partner escapes hips to floo" --> BK-002_R
  BK-002_R --> BK-002_F
  BK_ACT_2["Bow-and-arrow choke"]
  BK --> BK_ACT_2
  BK-003_R{"Partner exposes collar"}
  BK-003_F(["Finish bow-and-arrow → Submission"])
  BK_ACT_2 -- "Partner exposes collar" --> BK-003_R
  BK-003_R --> BK-003_F
  BK_ACT_3["Back control retention"]
  BK --> BK_ACT_3
  BK-004_R{"Partner turns toward choke arm"}
  BK-004_F["Follow to mount → Mount top"]
  BK_ACT_3 -- "Partner turns toward choke a" --> BK-004_R
  BK-004_R --> BK-004_F
  BK_ACT_4["Armbar from back"]
  BK --> BK_ACT_4
  BK-005_R{"Partner over-defends choke"}
  BK-005_F(["Swing leg over head → Armbar position"])
  BK_ACT_4 -- "Partner over-defends choke" --> BK-005_R
  BK-005_R --> BK-005_F
  PG_ACT_5["Bow-and-arrow chain"]
  BK --> PG_ACT_5
  PG-SUB-003_R{"Partner defends collar"}
  PG-SUB-003_F(["Switch to armbar from back → Armbar position"])
  PG_ACT_5 -- "Partner defends collar" --> PG-SUB-003_R
  PG-SUB-003_R --> PG-SUB-003_F
  PG_ACT_6["Back control with body triangle"]
  BK --> PG_ACT_6
  PG-BK-001_R{"Partner hip-escapes"}
  PG-BK-001_F["Maintain with body triangle → Back control"]
  PG_ACT_6 -- "Partner hip-escapes" --> PG-BK-001_R
  PG-BK-001_R --> PG-BK-001_F
  BG_ACT_7["Harness to strangle chain"]
  BK --> BG_ACT_7
  BG-BK-001_R{"Partner two-hands defends"}
  BG-BK-001_F["Switch side / attack second side → Submission"]
  BG_ACT_7 -- "Partner two-hands defends" --> BG-BK-001_R
  BG-BK-001_R --> BG-BK-001_F
  BG_ACT_8["Back control maze"]
  BK --> BG_ACT_8
  BG-BLK-003_R{"Partner escape-resists"}
  BG-BLK-003_F["Maintain via continuous threats → Back control"]
  BG_ACT_8 -- "Partner escape-resists" --> BG-BLK-003_R
  BG-BLK-003_R --> BG-BLK-003_F
  NG_ACT_9["RNC no-gi"]
  BK --> NG_ACT_9
  NG-BK-001_R{"Opponent two-hands defense"}
  NG-BK-001_F["Trap wrist with leg; re-attack → Submission"]
  NG_ACT_9 -- "Opponent two-hands defense" --> NG-BK-001_R
  NG-BK-001_R --> NG-BK-001_F
  NG_ACT_10["Body triangle"]
  BK --> NG_ACT_10
  NG-BK-002_R{"Opponent hip escapes"}
  NG-BK-002_F["Lock body triangle → Back control"]
  NG_ACT_10 -- "Opponent hip escapes" --> NG-BK-002_R
  NG-BK-002_R --> NG-BK-002_F
  NG_ACT_11["Crucifix from back"]
  BK --> NG_ACT_11
  NG-BK-003_R{"Opponent posts arm"}
  NG-BK-003_F(["Trap arm; use legs → Submission/back"])
  NG_ACT_11 -- "Opponent posts arm" --> NG-BK-003_R
  NG-BK-003_R --> NG-BK-003_F
Front headlock Attacking Tree|Front headlock|Paste into mermaid-compatible renderer.|flowchart TD
  FH(["Front headlock"])
  FH_ACT_1["Guillotine"]
  FH --> FH_ACT_1
  FH-001_R{"Partner leaves neck exposed"}
  FH-001_F(["Finish guillotine → Submission"])
  FH_ACT_1 -- "Partner leaves neck exposed" --> FH-001_R
  FH-001_R --> FH-001_F
  FH-002_R{"Partner defends hands"}
  FH-002_F["Snap down and go behind → Turtle/back"]
  FH_ACT_1 -- "Partner defends hands" --> FH-002_R
  FH-002_R --> FH-002_F
  FH_ACT_2["Anaconda choke"]
  FH --> FH_ACT_2
  FH-003_R{"Partner posts arm across"}
  FH-003_F["Roll to anaconda → Submission position"]
  FH_ACT_2 -- "Partner posts arm across" --> FH-003_R
  FH-003_R --> FH-003_F
  FH_ACT_3["Darce choke"]
  FH --> FH_ACT_3
  FH-004_R{"Partner reaches underhook"}
  FH-004_F["Thread Darce → Submission position"]
  FH_ACT_3 -- "Partner reaches underhook" --> FH-004_R
  FH-004_R --> FH-004_F
  FH_ACT_4["Spin behind"]
  FH --> FH_ACT_4
  FH-005_R{"Partner shells up"}
  FH-005_F["Back or turtle attack → Back/turtle top"]
  FH_ACT_4 -- "Partner shells up" --> FH-005_R
  FH-005_R --> FH-005_F
  FH_ACT_5["Front headlock pressure"]
  FH --> FH_ACT_5
  FH-006_R{"Partner pulls guard"}
  FH-006_F["Settle top guard → Top closed/open guard"]
  FH_ACT_5 -- "Partner pulls guard" --> FH-006_R
  FH-006_R --> FH-006_F
  NG_ACT_6["High-elbow guillotine (standing/grounded)"]
  FH --> NG_ACT_6
  NG-FH-001_R{"Opponent leaves neck"}
  NG-FH-001_F(["Finish → Submission"])
  NG_ACT_6 -- "Opponent leaves neck" --> NG-FH-001_R
  NG-FH-001_R --> NG-FH-001_F
  NG_ACT_7["Peruvian necktie"]
  FH --> NG_ACT_7
  NG-FH-002_R{"Opponent posts arm"}
  NG-FH-002_F(["Invert + crank → Submission"])
  NG_ACT_7 -- "Opponent posts arm" --> NG-FH-002_R
  NG-FH-002_R --> NG-FH-002_F
  NG_ACT_8["Japanese necktie"]
  FH --> NG_ACT_8
  NG-FH-003_R{"Opponent shells up"}
  NG-FH-003_F(["Hip over head; crank → Submission"])
  NG_ACT_8 -- "Opponent shells up" --> NG-FH-003_R
  NG-FH-003_R --> NG-FH-003_F
Turtle top Attacking Tree|Turtle top|Paste into mermaid-compatible renderer.|flowchart TD
  TUR(["Turtle top"])
  PG_ACT_1["Clock choke setup"]
  TUR --> PG_ACT_1
  PG-TUR-001_R{"Partner turtles up"}
  PG-TUR-001_F(["Near collar + walk legs around → Submission"])
  PG_ACT_1 -- "Partner turtles up" --> PG-TUR-001_R
  PG-TUR-001_R --> PG-TUR-001_F
  PG_ACT_2["Back take from turtle"]
  TUR --> PG_ACT_2
  PG-TUR-002_R{"Partner shells up tight"}
  PG-TUR-002_F["Harness + insert far hook → Back control"]
  PG_ACT_2 -- "Partner shells up tight" --> PG-TUR-002_R
  PG-TUR-002_R --> PG-TUR-002_F
  PG_ACT_3["Crucifix entry"]
  TUR --> PG_ACT_3
  PG-TUR-003_R{"Partner reaches back arm"}
  PG-TUR-003_F["Trap arm with legs → Crucifix"]
  PG_ACT_3 -- "Partner reaches back arm" --> PG-TUR-003_R
  PG-TUR-003_R --> PG-TUR-003_F
  NG_ACT_4["Mata leão (back)"]
  TUR --> NG_ACT_4
  NG-ADV-004_R{"Opponent turtles"}
  NG-ADV-004_F(["Insert hooks + RNC → Submission"])
  NG_ACT_4 -- "Opponent turtles" --> NG-ADV-004_R
  NG-ADV-004_R --> NG-ADV-004_F
Ashi garami Attacking Tree|Ashi garami|Paste into mermaid-compatible renderer.|flowchart TD
  ASHI(["Ashi garami"])
  NG_ACT_1["Straight ankle lock"]
  ASHI --> NG_ACT_1
  NG-LL-002_R{"Opponent rotates out"}
  NG-LL-002_F(["Finish straight ankle → Submission"])
  NG_ACT_1 -- "Opponent rotates out" --> NG-LL-002_R
  NG-LL-002_R --> NG-LL-002_F
  NG_ACT_2["Transition to 50/50"]
  ASHI --> NG_ACT_2
  NG-LL-003_R{"Opponent rotates free"}
  NG-LL-003_F["Thread leg to 50/50 → 50/50"]
  NG_ACT_2 -- "Opponent rotates free" --> NG-LL-003_R
  NG-LL-003_R --> NG-LL-003_F
  NG_ACT_3["Toe hold"]
  ASHI --> NG_ACT_3
  NG-LL-007_R{"Opponent boots up"}
  NG-LL-007_F(["Capture foot; finish toe hold → Submission"])
  NG_ACT_3 -- "Opponent boots up" --> NG-LL-007_R
  NG-LL-007_R --> NG-LL-007_F
50/50 Attacking Tree|50/50|Paste into mermaid-compatible renderer.|flowchart TD
  FIFTY(["50/50"])
  NG_ACT_1["Heel hook (inside)"]
  FIFTY --> NG_ACT_1
  NG-LL-004_R{"Opponent rotates toward heel"}
  NG-LL-004_F(["Finish inside heel hook → Submission"])
  NG_ACT_1 -- "Opponent rotates toward heel" --> NG-LL-004_R
  NG-LL-004_R --> NG-LL-004_F
  NG_ACT_2["Transition to inside sankaku (honey hole)"]
  FIFTY --> NG_ACT_2
  NG-LL-005_R{"Opponent frames"}
  NG-LL-005_F["Bring inside leg to honey hole → Inside sankaku"]
  NG_ACT_2 -- "Opponent frames" --> NG-LL-005_R
  NG-LL-005_R --> NG-LL-005_F
  NG_ACT_3["Outside heel hook"]
  FIFTY --> NG_ACT_3
  NG-LL-010_R{"Opponent turns out of inside"}
  NG-LL-010_F(["Threaten outside heel (ruleset) → Submission"])
  NG_ACT_3 -- "Opponent turns out of inside" --> NG-LL-010_R
  NG-LL-010_R --> NG-LL-010_F
Inside sankaku Attacking Tree|Inside sankaku|Paste into mermaid-compatible renderer.|flowchart TD
  SANK(["Inside sankaku"])
  NG_ACT_1["Inside heel hook"]
  SANK --> NG_ACT_1
  NG-LL-006_R{"Opponent starts to boot up"}
  NG-LL-006_F(["Finish inside heel hook → Submission"])
  NG_ACT_1 -- "Opponent starts to boot up" --> NG-LL-006_R
  NG-LL-006_R --> NG-LL-006_F

##SHEET:training_log
date|partner|position_context|node_id|your_action|partner_response|follow_up|what_happened|result|rating_1_to_5|partner_level|gi_no_gi|notes
